sport,event,year,athlete_id,country_id,medal
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,126133,130,
Track and Field,Men's Javelin Throw,2016-01-01,126194,52,
Track and Field,Women's Heptathlon,2016-01-01,126238,130,
Track and Field,Men's Javelin Throw,2016-01-01,126241,71,
Track and Field,Women's Shot Put,2016-01-01,126288,50,
Track and Field,Men's 100 metres,2016-01-01,126301,67,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,126301,67,
Track and Field,Men's Decathlon,2016-01-01,126339,75,
Track and Field,Men's 200 metres,2016-01-01,126385,26,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,126385,26,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,126387,50,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,126387,50,
Gymnastics,Gymnastics Women's Horse Vault,2016-01-01,126387,50,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,126387,50,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,126387,50,
Track and Field,Men's 20 kilometres Walk,2016-01-01,126427,147,
Track and Field,Men's 50 kilometres Walk,2016-01-01,126427,147,
Track and Field,Men's 20 kilometres Walk,2016-01-01,126432,147,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,126511,163,
Swimming,Swimming Women's 800 metres Freestyle,2016-01-01,126540,173,
Swimming,Swimming Women's 400 metres Individual Medley,2016-01-01,126540,173,
Track and Field,Women's Javelin Throw,2016-01-01,126574,170,Silver
Swimming,Swimming Women's 10 kilometres Open Water,2016-01-01,126592,173,
Track and Field,Men's 50 kilometres Walk,2016-01-01,126614,57,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,126646,179,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,126646,179,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,126707,119,
Track and Field,Women's 20 kilometres Walk,2016-01-01,126773,108,
Track and Field,Women's 100 metres Hurdles,2016-01-01,126851,130,
Track and Field,Women's Heptathlon,2016-01-01,126851,130,
Track and Field,Men's Shot Put,2016-01-01,126917,173,
Track and Field,Women's Marathon,2016-01-01,126953,74,
Track and Field,Women's High Jump,2016-01-01,126975,49,Bronze
Swimming,Swimming Men's 400 metres Freestyle,2016-01-01,127041,71,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,127041,71,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,127216,195,Silver
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,127216,195,Bronze
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,127216,195,Gold
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,127260,71,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,127260,71,
Track and Field,Women's Marathon,2016-01-01,127459,183,
Track and Field,Women's Heptathlon,2016-01-01,127505,198,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,127572,74,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,127590,167,
Track and Field,Women's Marathon,2016-01-01,127594,52,
Track and Field,Women's Marathon,2016-01-01,127600,49,
Track and Field,Women's Triple Jump,2016-01-01,127740,18,
Track and Field,Men's Hammer Throw,2016-01-01,127759,193,
Track and Field,Men's 20 kilometres Walk,2016-01-01,127784,97,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,127848,19,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,127848,19,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,127848,19,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,127848,19,
Track and Field,Women's 100 metres,2016-01-01,127933,176,
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,127981,73,
Track and Field,Men's Javelin Throw,2016-01-01,128033,187,Bronze
Swimming,Swimming Men's 100 metres Backstroke,2016-01-01,128145,73,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,128145,73,Silver
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,128156,73,Silver
Swimming,Swimming Men's 200 metres Individual Medley,2016-01-01,128156,73,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,128263,7,
Track and Field,Men's 400 metres,2016-01-01,128272,94,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,128272,94,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,128281,7,
Track and Field,Men's Shot Put,2016-01-01,128283,131,Bronze
Track and Field,Women's 800 metres,2016-01-01,128366,97,Bronze
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,128369,130,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,128369,130,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,128369,130,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,128369,130,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,128369,130,
Gymnastics,Gymnastics Men's Rings,2016-01-01,128369,130,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,128369,130,
Track and Field,Women's 800 metres,2016-01-01,128429,40,
Track and Field,Men's Long Jump,2016-01-01,128478,40,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,128558,40,
Swimming,Swimming Men's 200 metres Individual Medley,2016-01-01,128565,40,Bronze
Swimming,Swimming Men's 400 metres Individual Medley,2016-01-01,128565,40,
Swimming,Swimming Women's 100 metres Backstroke,2016-01-01,128613,40,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,128618,40,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,128618,40,Bronze
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,128618,40,
Gymnastics,Gymnastics Women's Horse Vault,2016-01-01,128618,40,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,128618,40,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,128618,40,
Track and Field,Men's High Jump,2016-01-01,128637,40,
Track and Field,Men's 20 kilometres Walk,2016-01-01,128646,40,Gold
Track and Field,Men's 50 kilometres Walk,2016-01-01,128647,40,
Track and Field,Women's Hammer Throw,2016-01-01,128648,40,
Track and Field,Women's 20 kilometres Walk,2016-01-01,128674,97,
Track and Field,Men's Marathon,2016-01-01,128717,195,
Track and Field,Men's 400 metres Hurdles,2016-01-01,128755,136,
Track and Field,Men's Decathlon,2016-01-01,128773,34,Bronze
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,128883,94,
Swimming,Swimming Men's 200 metres Breaststroke,2016-01-01,128883,94,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,128885,94,
Swimming,Swimming Women's 200 metres Breaststroke,2016-01-01,128885,94,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,128945,19,
Swimming,Swimming Women's 100 metres Backstroke,2016-01-01,128957,196,
Track and Field,Women's 400 metres Hurdles,2016-01-01,128987,34,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,128987,34,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,129003,67,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,129003,67,
Track and Field,Men's 200 metres,2016-01-01,129082,195,
Track and Field,Men's Javelin Throw,2016-01-01,129138,71,
Swimming,Swimming Women's 10 kilometres Open Water,2016-01-01,129148,170,
Track and Field,Women's Pole Vault,2016-01-01,129231,195,
Swimming,Swimming Men's 10 kilometres Open Water,2016-01-01,129236,130,Gold
Track and Field,Women's 100 metres,2016-01-01,129297,40,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,129297,40,
Track and Field,"Women's 1,500 metres",2016-01-01,129333,73,
Track and Field,Women's Marathon,2016-01-01,129334,11,
Swimming,Swimming Men's 10 kilometres Open Water,2016-01-01,129372,34,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,129402,195,Silver
Track and Field,Men's Discus Throw,2016-01-01,129445,12,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,129476,195,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,129476,195,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,129476,195,Silver
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,129476,195,Gold
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,129499,71,
Track and Field,"Women's 5,000 metres",2016-01-01,129512,11,
Track and Field,"Women's 10,000 metres",2016-01-01,129512,11,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,129634,71,
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,129634,71,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,129634,71,
Track and Field,"Women's 5,000 metres",2016-01-01,129657,12,
Track and Field,Men's 100 metres,2016-01-01,129744,81,
Track and Field,Men's Marathon,2016-01-01,129795,11,
Track and Field,Women's Long Jump,2016-01-01,129801,71,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,129834,53,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,129896,130,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,129896,130,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,129896,130,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,129896,130,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,129896,130,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,129898,130,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,129898,130,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,129898,130,Gold
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,130071,73,Bronze
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,130071,73,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,130071,73,Gold
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,130071,73,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,130071,73,
Gymnastics,Gymnastics Men's Rings,2016-01-01,130071,73,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,130071,73,Gold
Track and Field,"Women's 5,000 metres",2016-01-01,130103,73,
Track and Field,Women's 100 metres Hurdles,2016-01-01,130110,34,
Track and Field,Men's 400 metres Hurdles,2016-01-01,130111,93,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,130255,71,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,130255,71,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,130255,71,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,130255,71,
Track and Field,Men's Decathlon,2016-01-01,130284,146,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,130442,195,
Swimming,Swimming Men's 10 kilometres Open Water,2016-01-01,130442,195,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,130443,146,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,130443,146,
Track and Field,Women's 800 metres,2016-01-01,130566,195,
Track and Field,Women's 100 metres,2016-01-01,130568,93,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,130568,93,Silver
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,130579,73,
Track and Field,Women's 200 metres,2016-01-01,130614,73,
Track and Field,Women's Heptathlon,2016-01-01,130623,195,
Track and Field,Women's Triple Jump,2016-01-01,130625,93,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,130645,34,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,130645,34,Bronze
Track and Field,Women's 100 metres Hurdles,2016-01-01,130673,93,
Track and Field,Women's 200 metres,2016-01-01,130686,154,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,130692,93,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,130692,93,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,130692,93,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,130692,93,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,130707,93,Silver
Swimming,Swimming Men's 200 metres Breaststroke,2016-01-01,130728,73,
Track and Field,"Men's 1,500 metres",2016-01-01,130734,131,Bronze
Swimming,Swimming Women's 200 metres Butterfly,2016-01-01,130741,73,
Swimming,Swimming Women's 400 metres Individual Medley,2016-01-01,130741,73,
Track and Field,Women's 800 metres,2016-01-01,130774,195,
Track and Field,Men's High Jump,2016-01-01,130836,14,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,130864,11,Gold
Swimming,Swimming Women's 100 metres Backstroke,2016-01-01,130864,11,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,130864,11,Silver
Track and Field,Women's 100 metres Hurdles,2016-01-01,130872,93,
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,130874,73,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,130874,73,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,130874,73,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,130874,73,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,130874,73,Bronze
Gymnastics,Gymnastics Men's Rings,2016-01-01,130874,73,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,130874,73,
Track and Field,Women's 100 metres,2016-01-01,130981,116,
Track and Field,Men's Hammer Throw,2016-01-01,131006,195,
Track and Field,"Men's 3,000 metres Steeplechase",2016-01-01,131031,34,
Track and Field,Women's 100 metres,2016-01-01,131118,142,
Track and Field,Women's Hammer Throw,2016-01-01,131193,146,Gold
Track and Field,"Women's 10,000 metres",2016-01-01,131204,34,
Track and Field,Women's Hammer Throw,2016-01-01,131238,71,
Track and Field,Men's Pole Vault,2016-01-01,131246,146,
Swimming,Swimming Men's 400 metres Freestyle,2016-01-01,131255,146,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,131255,146,
Track and Field,"Men's 1,500 metres",2016-01-01,131281,63,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,131324,71,
Swimming,Swimming Men's 100 metres Backstroke,2016-01-01,131406,171,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,131456,34,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,131456,34,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,131456,34,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,131456,34,
Track and Field,Men's High Jump,2016-01-01,131457,171,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,131614,195,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,131614,195,Gold
Track and Field,Men's 20 kilometres Walk,2016-01-01,131682,90,
Track and Field,Men's 50 kilometres Walk,2016-01-01,131682,90,
Track and Field,Women's 100 metres Hurdles,2016-01-01,131820,40,
Swimming,Swimming Men's 200 metres Butterfly,2016-01-01,131845,40,
Track and Field,Women's 400 metres,2016-01-01,131924,146,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,131924,146,
Swimming,Swimming Men's 100 metres Backstroke,2016-01-01,131955,93,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,131957,146,
Track and Field,Men's 110 metres Hurdles,2016-01-01,132022,40,
Track and Field,Men's 100 metres,2016-01-01,132027,40,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,132027,40,
Swimming,Swimming Women's 10 kilometres Open Water,2016-01-01,132033,40,
Swimming,Swimming Men's 100 metres Backstroke,2016-01-01,132065,40,Silver
Swimming,Swimming Men's 200 metres Backstroke,2016-01-01,132065,40,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,132065,40,
Track and Field,Men's Triple Jump,2016-01-01,132087,40,
Track and Field,Men's Pole Vault,2016-01-01,132111,40,
Track and Field,Men's 400 metres,2016-01-01,132177,86,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,132177,86,
Track and Field,Women's Pole Vault,2016-01-01,132197,18,
Track and Field,Men's High Jump,2016-01-01,132199,193,
Track and Field,Men's 100 metres,2016-01-01,132276,94,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,132276,94,Silver
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,132287,94,
Track and Field,Men's Pole Vault,2016-01-01,132322,94,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,132340,94,Gold
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,132340,94,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,132340,94,
Gymnastics,Gymnastics Men's Rings,2016-01-01,132340,94,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,132340,94,
Track and Field,Men's Triple Jump,2016-01-01,132367,94,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,132423,40,
Track and Field,Men's Marathon,2016-01-01,132460,39,
Track and Field,Women's 100 metres Hurdles,2016-01-01,132611,193,
Track and Field,Men's Pole Vault,2016-01-01,132622,40,
Track and Field,Men's 100 metres,2016-01-01,132637,165,
Track and Field,Men's 200 metres,2016-01-01,132640,15,
Track and Field,Women's 800 metres,2016-01-01,132649,21,
Track and Field,Women's 20 kilometres Walk,2016-01-01,132707,18,
Track and Field,Men's 110 metres Hurdles,2016-01-01,132726,94,
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,132744,40,
Swimming,Swimming Women's 400 metres Individual Medley,2016-01-01,132744,40,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,132765,152,Silver
Swimming,Swimming Women's 200 metres Breaststroke,2016-01-01,132765,152,Silver
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,132765,152,
Track and Field,Men's Javelin Throw,2016-01-01,132776,97,Silver
Track and Field,"Women's 5,000 metres",2016-01-01,132909,63,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,132980,189,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,132980,189,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,132980,189,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,132980,189,
Track and Field,Women's Marathon,2016-01-01,133001,83,
Swimming,Swimming Women's 200 metres Backstroke,2016-01-01,133115,88,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,133174,40,Bronze
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,133174,40,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,133174,40,
Gymnastics,Gymnastics Men's Rings,2016-01-01,133174,40,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,133174,40,
Track and Field,"Men's 3,000 metres Steeplechase",2016-01-01,133252,175,
Track and Field,Women's 100 metres,2016-01-01,133277,1,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,133313,40,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,133313,40,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,133313,40,
Swimming,Swimming Women's 200 metres Breaststroke,2016-01-01,133336,40,
Track and Field,Men's 50 kilometres Walk,2016-01-01,133372,40,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,133375,171,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,133375,171,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,133375,171,
Gymnastics,Gymnastics Men's Rings,2016-01-01,133375,171,
Track and Field,Women's 100 metres,2016-01-01,133399,40,
