sport,event,year,athlete_id,country_id,medal
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,116213,94,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,116213,94,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,116213,94,
Track and Field,Men's 400 metres Hurdles,2016-01-01,116244,26,
Track and Field,"Women's 1,500 metres",2016-01-01,116278,71,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,116301,152,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,116301,152,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,116388,87,
Track and Field,Women's 800 metres,2016-01-01,116409,97,
Track and Field,Women's Marathon,2016-01-01,116424,97,Gold
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,116480,40,
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,116505,40,Gold
Swimming,Swimming Men's 400 metres Freestyle,2016-01-01,116505,40,Silver
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,116505,40,
Track and Field,Women's Shot Put,2016-01-01,116631,121,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,116635,19,
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,116635,19,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,116635,19,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,116635,19,
Track and Field,Men's 50 kilometres Walk,2016-01-01,116670,108,
Swimming,Swimming Men's 100 metres Butterfly,2016-01-01,116694,88,
Track and Field,Women's Pole Vault,2016-01-01,116698,167,
Track and Field,Women's Shot Put,2016-01-01,116734,34,
Track and Field,"Women's 5,000 metres",2016-01-01,116800,94,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,116828,94,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,116828,94,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,116884,52,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,116884,52,
Track and Field,Men's 110 metres Hurdles,2016-01-01,117025,52,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,117061,138,
Track and Field,Women's 400 metres,2016-01-01,117139,146,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,117139,146,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,117164,146,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,117164,146,
Swimming,Swimming Men's 200 metres Butterfly,2016-01-01,117164,146,
Track and Field,Women's 100 metres,2016-01-01,117165,146,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,117165,146,
Track and Field,Men's Decathlon,2016-01-01,117212,52,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,117237,156,
Track and Field,Women's High Jump,2016-01-01,117315,84,
Track and Field,Women's Marathon,2016-01-01,117354,84,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,117436,83,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,117529,84,
Swimming,Swimming Women's 200 metres Butterfly,2016-01-01,117529,84,
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,117548,146,
Track and Field,Men's Marathon,2016-01-01,117593,146,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,117610,84,
Swimming,Swimming Women's 200 metres Breaststroke,2016-01-01,117610,84,
Track and Field,Women's 20 kilometres Walk,2016-01-01,117642,146,
Track and Field,Women's 100 metres,2016-01-01,117674,48,
Track and Field,Women's 200 metres,2016-01-01,117674,48,
Track and Field,Women's Marathon,2016-01-01,117690,145,
Track and Field,"Men's 3,000 metres Steeplechase",2016-01-01,117714,3,
Track and Field,Men's 20 kilometres Walk,2016-01-01,117730,189,
Track and Field,"Men's 10,000 metres",2016-01-01,117747,61,
Track and Field,Women's 100 metres,2016-01-01,117754,46,
Track and Field,Men's 100 metres,2016-01-01,117770,89,
Track and Field,Men's Decathlon,2016-01-01,117854,195,
Track and Field,Women's 20 kilometres Walk,2016-01-01,117887,173,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,117890,84,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,117890,84,
Track and Field,Men's 20 kilometres Walk,2016-01-01,117913,94,
Swimming,Swimming Women's 400 metres Individual Medley,2016-01-01,117927,94,
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,117965,94,
Track and Field,Men's 200 metres,2016-01-01,117986,94,
Track and Field,"Women's 10,000 metres",2016-01-01,117991,94,
Track and Field,Men's Marathon,2016-01-01,118061,32,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,118078,100,
Track and Field,Women's 100 metres Hurdles,2016-01-01,118089,18,
Track and Field,Men's 200 metres,2016-01-01,118092,73,
Track and Field,Men's 50 kilometres Walk,2016-01-01,118133,11,Silver
Track and Field,Women's 20 kilometres Walk,2016-01-01,118134,11,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,118248,94,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,118268,40,Bronze
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,118268,40,
Track and Field,Women's Marathon,2016-01-01,118352,94,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,118359,94,Gold
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,118359,94,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,118359,94,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,118359,94,
Gymnastics,Gymnastics Men's Rings,2016-01-01,118359,94,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,118359,94,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,118402,170,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,118436,40,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,118439,40,
Track and Field,Men's 50 kilometres Walk,2016-01-01,118467,94,
Track and Field,"Men's 10,000 metres",2016-01-01,118509,97,Silver
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,118533,39,
Track and Field,Men's 400 metres,2016-01-01,118543,75,
Swimming,Swimming Men's 100 metres Backstroke,2016-01-01,118591,152,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,118591,152,
Track and Field,Women's Long Jump,2016-01-01,118606,198,
Track and Field,Women's Pole Vault,2016-01-01,118802,147,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,118807,167,
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,118807,167,
Track and Field,Women's Hammer Throw,2016-01-01,118813,67,
Track and Field,Men's Triple Jump,2016-01-01,118870,195,Gold
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,118973,146,
Swimming,Swimming Women's 100 metres Backstroke,2016-01-01,118973,146,
Swimming,Swimming Women's 200 metres Backstroke,2016-01-01,118973,146,
Swimming,Swimming Women's 800 metres Freestyle,2016-01-01,118978,48,
Track and Field,Men's Marathon,2016-01-01,119018,91,
Track and Field,"Women's 5,000 metres",2016-01-01,119019,63,
Track and Field,Women's Marathon,2016-01-01,119063,144,
Swimming,Swimming Men's 200 metres Backstroke,2016-01-01,119073,84,
Track and Field,Men's 400 metres Hurdles,2016-01-01,119080,26,
Track and Field,Men's 100 metres,2016-01-01,119117,139,
Track and Field,Women's Discus Throw,2016-01-01,119118,96,
Track and Field,Women's 100 metres,2016-01-01,119180,57,
Track and Field,Women's 200 metres,2016-01-01,119180,57,
Track and Field,Men's Long Jump,2016-01-01,119186,74,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,119233,94,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,119233,94,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,119233,94,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,119233,94,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,119233,94,
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,119234,94,
Track and Field,Women's 800 metres,2016-01-01,119341,162,
Track and Field,"Women's 1,500 metres",2016-01-01,119341,162,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,119345,124,
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,119354,34,
Track and Field,"Men's 10,000 metres",2016-01-01,119359,61,
Track and Field,"Men's 1,500 metres",2016-01-01,119361,71,
Track and Field,Women's 100 metres,2016-01-01,119428,98,
Track and Field,"Men's 5,000 metres",2016-01-01,119431,61,
Track and Field,Men's Marathon,2016-01-01,119432,73,
Track and Field,Women's Marathon,2016-01-01,119493,183,
Track and Field,Men's 400 metres,2016-01-01,119537,25,
Track and Field,Men's High Jump,2016-01-01,119552,146,
Track and Field,Women's Heptathlon,2016-01-01,119559,34,Bronze
Track and Field,Men's 100 metres,2016-01-01,119570,176,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,119610,127,
Track and Field,Women's Heptathlon,2016-01-01,119631,19,Gold
Swimming,Swimming Men's 100 metres Butterfly,2016-01-01,119713,127,
Track and Field,Women's 400 metres,2016-01-01,119722,170,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,119764,86,
Track and Field,Women's Shot Put,2016-01-01,119779,93,
Track and Field,Men's High Jump,2016-01-01,119783,14,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,119817,73,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,119817,73,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,119817,73,
Gymnastics,Gymnastics Men's Rings,2016-01-01,119817,73,
Track and Field,Men's 110 metres Hurdles,2016-01-01,119825,187,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,119831,34,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,119831,34,
Track and Field,Women's 200 metres,2016-01-01,119840,187,
Track and Field,Women's Triple Jump,2016-01-01,119848,93,
Track and Field,Women's 100 metres,2016-01-01,119884,80,
Track and Field,Women's 200 metres,2016-01-01,119884,80,
Track and Field,Women's 100 metres,2016-01-01,119903,93,Gold
Track and Field,Women's 200 metres,2016-01-01,119903,93,Gold
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,119903,93,Silver
Track and Field,Men's 100 metres,2016-01-01,119949,187,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,119949,187,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,120059,34,
Track and Field,Men's 20 kilometres Walk,2016-01-01,120067,34,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,120078,11,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,120089,130,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,120089,130,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,120089,130,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,120089,130,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,120089,130,
Swimming,Swimming Women's 200 metres Butterfly,2016-01-01,120124,11,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,120227,192,
Track and Field,"Men's 5,000 metres",2016-01-01,120272,11,
Track and Field,Men's Hammer Throw,2016-01-01,120312,18,Silver
Track and Field,Women's 20 kilometres Walk,2016-01-01,120332,63,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,120388,19,Silver
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,120388,19,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,120388,19,
Track and Field,Men's 100 metres,2016-01-01,120422,191,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,120443,73,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,120443,73,Bronze
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,120443,73,
Track and Field,Men's 400 metres Hurdles,2016-01-01,120451,195,
Track and Field,Men's 50 kilometres Walk,2016-01-01,120530,166,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,120537,108,
Swimming,Swimming Men's 200 metres Breaststroke,2016-01-01,120537,108,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,120537,108,
Track and Field,Women's 400 metres Hurdles,2016-01-01,120538,193,
Track and Field,Women's Marathon,2016-01-01,120565,91,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,120577,176,
Track and Field,Women's 400 metres Hurdles,2016-01-01,120597,193,
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,120619,71,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,120619,71,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,120619,71,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,120619,71,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,120619,71,
Track and Field,Men's Shot Put,2016-01-01,120623,173,
Track and Field,Women's Marathon,2016-01-01,120671,151,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,120699,49,
Track and Field,"Men's 10,000 metres",2016-01-01,120780,63,Bronze
Track and Field,Men's Javelin Throw,2016-01-01,120795,8,
Track and Field,Women's Discus Throw,2016-01-01,120888,162,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,120975,67,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,120975,67,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,120975,67,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,120975,67,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,121044,92,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,121044,92,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,121054,134,
Track and Field,Men's Decathlon,2016-01-01,121064,173,
Track and Field,Men's Triple Jump,2016-01-01,121149,70,
Track and Field,Men's Long Jump,2016-01-01,121186,178,
Track and Field,"Men's 10,000 metres",2016-01-01,121205,192,
Track and Field,"Men's 5,000 metres",2016-01-01,121235,144,
Track and Field,Women's Long Jump,2016-01-01,121291,145,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,121308,132,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,121309,23,
Track and Field,Men's Triple Jump,2016-01-01,121317,173,
Track and Field,Men's 50 kilometres Walk,2016-01-01,121412,166,Gold
Swimming,Swimming Men's 100 metres Backstroke,2016-01-01,121462,91,
Swimming,Swimming Men's 200 metres Backstroke,2016-01-01,121462,91,
Swimming,Swimming Men's 100 metres Butterfly,2016-01-01,121481,115,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,121485,179,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,121485,179,
Swimming,Swimming Women's 100 metres Backstroke,2016-01-01,121505,130,
Track and Field,Men's 110 metres Hurdles,2016-01-01,121601,71,
Track and Field,Women's 400 metres Hurdles,2016-01-01,121607,93,
Track and Field,Men's 110 metres Hurdles,2016-01-01,121629,51,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,121658,151,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,121658,151,
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,121755,90,
Track and Field,Women's High Jump,2016-01-01,121757,34,
Track and Field,Women's Marathon,2016-01-01,121822,11,
Track and Field,Women's Long Jump,2016-01-01,121866,120,
Track and Field,Women's 400 metres Hurdles,2016-01-01,121990,53,
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,122023,92,
Swimming,Swimming Women's 400 metres Individual Medley,2016-01-01,122023,92,
Track and Field,Women's High Jump,2016-01-01,122061,92,
Track and Field,Men's 50 kilometres Walk,2016-01-01,122068,18,
Track and Field,Men's Marathon,2016-01-01,122109,77,
Track and Field,Men's 200 metres,2016-01-01,122199,74,
Track and Field,Women's 800 metres,2016-01-01,122256,63,
Track and Field,Women's Marathon,2016-01-01,122258,63,
Track and Field,"Men's 3,000 metres Steeplechase",2016-01-01,122273,29,
Track and Field,Men's Marathon,2016-01-01,122284,123,
Track and Field,Women's 20 kilometres Walk,2016-01-01,122312,74,
Swimming,Swimming Men's 100 metres Backstroke,2016-01-01,122336,18,
Swimming,Swimming Men's 200 metres Backstroke,2016-01-01,122336,18,
Track and Field,Men's Triple Jump,2016-01-01,122352,29,
Track and Field,Men's 200 metres,2016-01-01,122405,203,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,122411,18,
Swimming,Swimming Men's 100 metres Butterfly,2016-01-01,122411,18,
Track and Field,Women's Triple Jump,2016-01-01,122447,193,
Track and Field,Women's Marathon,2016-01-01,122520,63,
Track and Field,Women's 100 metres,2016-01-01,122532,76,
Track and Field,Men's 800 metres,2016-01-01,122554,24,
Swimming,Swimming Men's 200 metres Backstroke,2016-01-01,122577,196,
Track and Field,Men's 400 metres Hurdles,2016-01-01,122609,97,Silver
Track and Field,Women's Marathon,2016-01-01,122626,86,
Track and Field,"Women's 10,000 metres",2016-01-01,122627,198,
Swimming,Swimming Men's 400 metres Individual Medley,2016-01-01,122823,92,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,122858,152,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,122858,152,Silver
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,122858,152,
Gymnastics,Gymnastics Women's Horse Vault,2016-01-01,122858,152,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,122858,152,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,122858,152,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,122867,73,
Swimming,Swimming Women's 200 metres Breaststroke,2016-01-01,122867,73,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,122867,73,
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,122903,108,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,122903,108,
Gymnastics,Gymnastics Men's Horse Vault,2016-01-01,122903,108,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,122903,108,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,122903,108,
Gymnastics,Gymnastics Men's Rings,2016-01-01,122903,108,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,122903,108,
Track and Field,"Women's 5,000 metres",2016-01-01,122916,73,
Track and Field,Men's Marathon,2016-01-01,122928,100,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,122959,14,
Track and Field,Men's 20 kilometres Walk,2016-01-01,122980,136,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,122997,181,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,123049,94,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,123049,94,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,123049,94,
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,123056,94,Gold
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,123056,94,Gold
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,123056,94,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,123056,94,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,123056,94,
Gymnastics,Gymnastics Men's Rings,2016-01-01,123056,94,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,123056,94,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,123066,94,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,123066,94,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,123066,94,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,123078,49,
Track and Field,"Women's 5,000 metres",2016-01-01,123118,94,
Track and Field,Women's Long Jump,2016-01-01,123157,73,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,123163,179,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,123163,179,
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,123163,179,
Track and Field,Men's Decathlon,2016-01-01,123192,62,
Track and Field,Men's 100 metres,2016-01-01,123196,73,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,123196,73,
Track and Field,Men's 400 metres Hurdles,2016-01-01,123204,134,
Track and Field,Men's Marathon,2016-01-01,123220,53,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,123318,153,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,123435,146,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,123435,146,
Track and Field,Men's Discus Throw,2016-01-01,123436,146,
Track and Field,Women's Shot Put,2016-01-01,123441,71,
Track and Field,"Women's 1,500 metres",2016-01-01,123442,146,
Track and Field,Women's Triple Jump,2016-01-01,123516,42,
Track and Field,Men's Decathlon,2016-01-01,123562,94,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,123600,152,
Swimming,Swimming Women's 100 metres Backstroke,2016-01-01,123600,152,
Swimming,Swimming Women's 200 metres Backstroke,2016-01-01,123600,152,
Swimming,Swimming Women's 200 metres Butterfly,2016-01-01,123608,189,
Track and Field,Women's Javelin Throw,2016-01-01,123636,66,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,123664,31,
Track and Field,Men's Marathon,2016-01-01,123667,153,
Track and Field,Men's Javelin Throw,2016-01-01,123746,52,
Track and Field,Women's 20 kilometres Walk,2016-01-01,123780,108,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,123941,8,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,123941,8,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,123941,8,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,123941,8,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,123944,26,
Track and Field,Men's 400 metres,2016-01-01,123962,156,
Track and Field,Men's Triple Jump,2016-01-01,124005,96,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,124022,173,
Swimming,Swimming Women's 200 metres Breaststroke,2016-01-01,124022,173,
Swimming,Swimming Women's 200 metres Backstroke,2016-01-01,124195,179,
Swimming,Swimming Women's 200 metres Butterfly,2016-01-01,124195,179,
Swimming,Swimming Women's 400 metres Individual Medley,2016-01-01,124195,179,
Track and Field,"Women's 5,000 metres",2016-01-01,124238,131,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,124348,170,Silver
Swimming,Swimming Men's 200 metres Breaststroke,2016-01-01,124348,170,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,124348,170,
Swimming,Swimming Men's 100 metres Backstroke,2016-01-01,124350,25,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,124420,130,
Track and Field,Men's Decathlon,2016-01-01,124432,19,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,124603,130,
Gymnastics,Gymnastics Men's Rings,2016-01-01,124603,130,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,124610,130,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,124610,130,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,124610,130,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,124610,130,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,124610,130,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,124731,34,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,124731,34,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,124731,34,Bronze
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,124731,34,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,124750,130,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,124790,34,
Track and Field,Men's 400 metres,2016-01-01,124804,170,Gold
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,124837,130,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,124837,130,
Track and Field,Men's 800 metres,2016-01-01,124856,170,
Track and Field,Men's Javelin Throw,2016-01-01,124880,170,
Swimming,Swimming Women's 400 metres Freestyle,2016-01-01,124886,130,
Swimming,Swimming Women's 10 kilometres Open Water,2016-01-01,124886,130,Gold
Track and Field,Women's 200 metres,2016-01-01,124899,130,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,124899,130,
Track and Field,Men's Marathon,2016-01-01,124910,19,
Track and Field,Men's 400 metres Hurdles,2016-01-01,125027,170,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,125093,14,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,125093,14,
Swimming,Swimming Men's 10 kilometres Open Water,2016-01-01,125125,92,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,125136,67,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,125136,67,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,125136,67,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,125136,67,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,125136,67,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,125150,19,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,125150,19,
Swimming,Swimming Men's 200 metres Individual Medley,2016-01-01,125150,19,
Track and Field,Men's Marathon,2016-01-01,125279,120,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,125304,120,
Track and Field,Men's 20 kilometres Walk,2016-01-01,125305,199,
Track and Field,Women's 400 metres,2016-01-01,125400,74,
Track and Field,Women's Triple Jump,2016-01-01,125460,18,
Track and Field,"Women's 10,000 metres",2016-01-01,125498,130,
Track and Field,Women's Discus Throw,2016-01-01,125532,195,
Swimming,Swimming Men's 200 metres Individual Medley,2016-01-01,125563,74,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,125563,74,
Track and Field,Men's 800 metres,2016-01-01,125590,148,
Swimming,Swimming Men's 400 metres Individual Medley,2016-01-01,125652,50,
Track and Field,Women's 200 metres,2016-01-01,125686,167,
Track and Field,Women's 800 metres,2016-01-01,125689,50,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,125689,50,
Track and Field,Women's Triple Jump,2016-01-01,125743,166,
Track and Field,Women's Long Jump,2016-01-01,125744,166,
Track and Field,Women's 200 metres,2016-01-01,125828,26,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,125828,26,
Track and Field,Men's 50 kilometres Walk,2016-01-01,125894,84,
Track and Field,Men's 400 metres,2016-01-01,125943,195,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,125943,195,Gold
Swimming,Swimming Men's 100 metres Butterfly,2016-01-01,126056,130,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,126073,130,
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,126096,193,Silver
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,126096,193,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,126096,193,
Gymnastics,Gymnastics Men's Horse Vault,2016-01-01,126096,193,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,126096,193,Gold
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,126096,193,
Gymnastics,Gymnastics Men's Rings,2016-01-01,126096,193,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,126096,193,
Track and Field,"Men's 10,000 metres",2016-01-01,126102,73,
Swimming,Swimming Men's 400 metres Individual Medley,2016-01-01,126116,84,
Swimming,Swimming Women's 200 metres Freestyle,2016-01-01,126117,84,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,126117,84,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,126133,130,
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,126133,130,
